naslov,cena_eur,lokacija,kvadratura,broj_soba,cena_po_m2
"Lux trosoban stan 75m2, odlicna lokacija",325000,"Beograd, Opština Palilula, Hadžipopovac",75.0,3.5,4333.333333333333
Duplex 118 m² kod Đeram pijace,349000,"Beograd, Opština Zvezdara, Đeram pijaca, Pećska",118.0,5.0,2957.6271186440677
"BLOK 61 u parku kod vrtića, miran, odličan 2,5",230000,"Beograd, Opština Novi Beograd, Blok 61, Dr Ivana Ribara",66.0,2.5,3484.848484848485
Renoviran i funkcionalan stan u bloku 63,300000,"Beograd, Opština Novi Beograd, Blok 63, Gandijeva",73.0,3.0,4109.58904109589
Jajinci Zelena Oaza premijum stan 4.0,205000,"Beograd, Opština Voždovac, Jajinci, Ilije Petrovića",97.0,4.0,2113.40206185567
"Stan sa dve spavaće sobe, uknjižen u novogradnji",107000,"Beograd, Opština Grocka, Kaluđerica",50.0,2.5,2140.0
"Trosoban stan u West kuli, Novi Beograd, 95m2",530000,"Beograd, Opština Novi Beograd, Blok 65, Omladinskih brigada",95.0,3.0,5578.9473684210525
"Prodaja trosobnog stana u Soul 64, parking mesto",389250,"Beograd, Opština Novi Beograd, Blok 64, Omladinskih brigada",75.0,3.0,5190.0
"Odlican 1.5, odmah useljiv, stan u novogradnji!",87650,"Beograd, Opština Palilula, Kotež, Veletinska",37.38,1.5,2344.836811128946
"Sunnyville – Nov, prelep porodični stan 67m²",217000,"Beograd, Opština Palilula, Višnjička Banja, Mirka Milojkovića",67.0,3.0,3238.805970149254
"Zemun, novogradnja - 2.0 stan, 43m2",121000,"Beograd, Opština Zemun, Ugrinovačka, Ugrinovačka",43.0,2.0,2813.953488372093
"Lux renoviran, uknjižen, svetao, odmah useljiv",94900,"Beograd, Opština Palilula, Centar, Ruzveltova",25.0,0.5,3796.0
"Mirijevo, lux novogradnja, extra lokacija",96870,"Beograd, Opština Zvezdara, Mirijevo, Šejkina",32.29,2.0,3000.0
"4.0 stan na Novom Beogradu u Bloku 19A, 98m2",329000,"Beograd, Opština Novi Beograd, Blok 19a, Vladimira Popovića",98.0,4.0,3357.1428571428573
"Moderan 4.5 dupleks kod Đeram pijace, Pećska 118m2",349000,"Beograd, Opština Zvezdara, Đeram pijaca, Pećska",118.0,4.5,2957.6271186440677
"3.0 Filmski grad, uknjižen",210000,"Beograd, Opština Čukarica, Filmski grad, Slobodana Perovića",80.0,3.0,2625.0
Odlican stan kod Gospodara Vucica-bez provizije,130200,"Beograd, Opština Zvezdara, Denkova bašta",42.0,2.0,3100.0
3.0 nov Lux namesten stan na Altini 58.8m2,112000,"Beograd, Opština Zemun, Altina, Simona Bolivara",58.8,3.0,1904.7619047619048
Prodaje se funkcionalan stan u bloku 72,219000,"Beograd, Opština Novi Beograd, Blok 72, Dr Ivana Ribara",73.0,2.5,3000.0
Vračar - Mileševska ID#4898,219900,"Beograd, Opština Vračar, Centar, Mileševska",40.0,1.5,5497.5
NOV trosoban stan 63 m2 u blizini Zemunskih kapija,194870,"Beograd, Opština Zemun, Gornji grad",63.0,3.0,3093.1746031746034
Vračar Hram Svetog Save sa garažom preporuka,339000,"Beograd, Opština Vračar, Hram svetog Save, Svetog Save",72.0,3.0,4708.333333333333
Vracar Hram nov lux retko u ponudi,439000,"Beograd, Opština Vračar, Kalenić pijaca, Novopazarska",78.0,3.0,5628.205128205128
Odlican stan sa lepim pogledom!,177000,"Beograd, Opština Zvezdara, Lion, Bulevar kralja Aleksandra",50.0,2.5,3540.0
Stanovi na Kredit od 41 do 69 m2,132800,"Beograd, Opština Novi Beograd, Ledine, MIODRAGA PETROVIĆA ČKALJE 2a",41.5,2.0,3200.0
"Nov, uknjižen, Medak padina",140000,"Beograd, Opština Zvezdara, Zvezdara 3, Dušana Dude Timotijevića",65.0,3.0,2153.846153846154
Retenzija – Uknjižen – Odmah useljiv,225000,"Beograd, Opština Zemun, Retenzija, Prve pruge",57.0,2.0,3947.3684210526317
"Dvostrano orijentisan- 3.0, odlična lokacija ID#16",305500,"Beograd, Opština Zvezdara, Crveni krst, Kajmakčalanska",65.0,3.0,4700.0
"Dedinje, 4.0 stan ,mereno 103 m2 ID#16030",470000,"Beograd, Opština Savski venac, Dedinje, Koste Racina",89.0,4.0,5280.898876404494
Savršen trosoban stan,220000,"Beograd, Opština Voždovac, Banjica, Bulevar oslobođenja",77.0,3.0,2857.1428571428573
Savršen jednosoban stan,94000,"Beograd, Opština Rakovica, Petlovo brdo, Gočka",38.0,1.0,2473.684210526316
"2.0 Nov stan, Parking mesto gratis, Miljakovac 3",104000,"Beograd, Opština Rakovica, Miljakovac, Marka Stojkovića",40.0,2.0,2600.0
"BW, Metropoliten, pogled na reku, trosoban, luks",435000,"Beograd, Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",82.0,3.0,5304.878048780488
"Uknjižen, 1.5 stan, namešten",122400,"Beograd, Opština Rakovica, Vidikovačka padina, Prvoboraca",42.0,1.5,2914.285714285714
"Dupleks, renoviran, 75 kvm",160000,"Beograd, Opština Rakovica, Novo Skojevsko naselje, Luke Vojvodića",60.0,3.0,2666.6666666666665
Vojislava Ilića - 118m2 - Lipov lad,369000,"Beograd, Opština Zvezdara, Lipov lad, Vojislava Ilića",118.0,5.0,3127.1186440677966
"Nov 1.5 stan u ulici Cara Dušana, Zemun 36m2",139680,"Beograd, Opština Zemun, Gornji grad, Cara Dušana",36.0,1.5,3880.0
"Borca,37kv+terasa",98000,"Beograd, Opština Palilula, Borča, Niška",37.0,1.0,2648.6486486486488
"Leštane 42m2, 2.0",76000,"Beograd, Opština Grocka, Leštane, Smederevski put",42.0,2.0,1809.5238095238096
"Bulevar oslobođenja, Voždovac 76m2 top ponuda",295000,"Beograd, Opština Voždovac, Bulevar oslobođenja, Bulevar oslobođenja",76.0,2.0,3881.5789473684213
"Ekskluzivna ponuda, WEST 65 kula, 124m2, lux 4.0",650000,"Beograd, Opština Novi Beograd, Blok 65, Tadije Sondermajera",124.0,4.0,5241.935483870968
Uknjižen odličan stan na sjajnoj lokaciji,299900,"Beograd, Opština Vračar, Čubura, Šumatovačka",73.0,3.0,4108.219178082192
Zemun Square residence,175000,"Beograd, Opština Zemun, Ugrinovačka, Baranjska",50.0,2.0,3500.0
Hitna prodaja! Belmondo Ispod cene. Useljivo,449350,"Beograd, Opština Novi Beograd, Blok 65, ",116.15,3.0,3868.7042617305206
Nov.Ultra Lux. Namešten. Garaža. Trostran. Savršen,600000,"Beograd, Opština Savski venac, Stadion Crvene zvezde, ",117.0,4.0,5128.205128205128
Nov. Trostran. Između Pinka i Us ambasade!,560000,"Beograd, Opština Savski venac, Dedinje, ",160.0,4.0,3500.0
Novi Beograd-Ledine-Novogradnja-2.0-Parking mesto,99000,"Beograd, Opština Novi Beograd, Ledine",43.0,2.0,2302.3255813953488
Novi Beograd-Ledine-66m2-Novogradnja-Parking ID#33,165000,"Beograd, Opština Novi Beograd, Ledine",66.0,2.5,2500.0
Fantastična ponuda. Vrtovi Ceraka. Hitno,266000,"Beograd, Opština Rakovica, Vidikovac, ",89.0,4.0,2988.7640449438204
"4.0 lux, svetao, kompletno renoviran stan",350000,"Beograd, Opština Zvezdara, Gradska bolnica, Preševska",100.0,4.0,3500.0
LUKSUZAN stan 196 m² u jednom nivou-Neimarski park,882000,"Beograd, Opština Vračar, Hram svetog Save, Mihaila Gavrilovića",196.0,5.0,4500.0
Retko u ponudi komforan stan - Barajevo,79000,"Beograd, Opština Barajevo, Barajevo (mesto), Carice Milice",66.0,2.5,1196.969696969697
Surčin-Vojvodjanska-Novogradnja ID#3274,166800,"Beograd, Opština Surčin, Surčin (mesto), Vojvođanska",79.0,3.0,2111.3924050632913
BW-Beograd na vodi-Trosoban-Garažno mesto ID#3285,399000,"Beograd, Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",87.0,3.0,4586.206896551724
Novogradnja u Prvomajskoj useljenje 2027. godine,178750,"Beograd, Opština Zemun, Prvomajska, Prvomajska",65.0,2.5,2750.0
"Airport Garden, Novogradnja,Lux,2.0,Plaćen pdv",238000,"Beograd, Opština Novi Beograd, Blok 65",55.36,2.0,4299.132947976878
Luksuzno renoviran 4.0 uknjižen stan na Dorćolu,289000,"Beograd, Opština Stari grad, Dorćol, Visokog Stevana",93.0,4.0,3107.52688172043
"Useljiv, legalizacija, opis u tekstu oglasa",71000,"Beograd, Opština Novi Beograd, Ledine, Danice Kojić",49.0,2.5,1448.9795918367347
"TOP ponuda, LUX, 68m2, 3.0, salonac, Kneza Danila",289000,"Beograd, Opština Palilula, Poštanska štedionica, Kneza Danila",68.0,3.0,4250.0
Troiposobni stan - Poslovni apartman u kompleksu V,263648,"Beograd, Opština Voždovac, Vojvode Stepe, Vojvode Stepe",99.49,3.5,2649.9949743692837
Stan sa sopstvenim dvorištem - uz Savu,269000,"Beograd, Opština Novi Beograd, Blok 45 (TC Enjub), Nehruova",73.0,2.5,3684.931506849315
Ekskluzivan stan kod Hrama sa 2 garazna mesta,902000,"Beograd, Opština Vračar, Hram svetog Save",167.0,4.0,5401.197604790419
Biser Mirijeva,160000,"Beograd, Opština Zvezdara, Mirijevo, Nevenke Urbanove",49.73,2.0,3217.373818620551
"Pogled na Dunav, uknjižen, jednosoban",159000,"Beograd, Opština Stari grad, Dunavski kej, Tadeuša Košćuška",28.0,1.0,5678.571428571428
"Izuzetna novogradnja, 1.0, Mirijevo 3",74800,"Beograd, Opština Zvezdara, Mirijevo",31.18,1.0,2398.973701090443
"Oaza Mirijevo, Dva bela goluba, Lux stan",133000,"Beograd, Opština Zvezdara, Mirijevo, Dva bela goluba",44.0,1.5,3022.7272727272725
Karaburma- renorviran - za preporuku 42+10 (trem),105000,"Beograd, Opština Palilula, Karaburma, Husinskih rudara",42.0,1.0,2500.0
Svetao stan kod Bul. Kralja Aleksandra,120000,"Beograd, Opština Zvezdara, Bulevar kralja Aleksandra, Voje Veljkovića",29.0,1.0,4137.931034482759
"Renoviran, kompletno namešten, investicija ID#1327",141000,"Beograd, Opština Zvezdara, Denkova bašta, Kovačeva",40.0,2.0,3525.0
"Renoviran stan sa dvorištem, kod Bogoslovije ID#13",138200,"Beograd, Opština Palilula, Bogoslovija, ",52.0,3.0,2657.6923076923076
"Fontana, 77m2, adaptibilan u 3.5, parking",205000,"Beograd, Opština Novi Beograd, Fontana, Pariske komune",77.0,2.0,2662.3376623376626
"NEVEROVATNA ponuda! Salonac,duplex,Vojvode Stepe!",230000,"Beograd, Opština Voždovac, Vojvode Stepe, Vojvode Stepe",128.0,5.0,1796.875
Novogradnja Ledine,103500,"Beograd, Opština Surčin, Ledine",46.23,2.5,2238.805970149254
Extra lux stan u izgradnji-bez provizije,306000,"Beograd, Opština Savski venac, Humska",68.0,3.0,4500.0
"Lako adaptibilan u 1.5, uknjižen",119900,"Beograd, Opština Zemun, Save Kovačevića, Sava Burića",41.0,1.0,2924.390243902439
"Surčin, novogradnja, prvi sprat, rok sept. 2026. g",69900,"Beograd, Opština Surčin, Surčin (mesto), ",29.48,1.0,2371.099050203528
"Uknjižen stan, bez ulaganja - Karaburma ID#4134",79900,"Beograd, Opština Palilula, Karaburma, Dr Drage Ljočić",28.0,0.5,2853.5714285714284
Ekskluzivan salonac u Svetog Save,830000,"Beograd, Opština Vračar, Hram svetog Save, Svetog Save",190.0,4.0,4368.421052631579
"3.0 stan, južno orjentisan, 81+9m2 ID#1077",270000,"Beograd, Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",81.0,3.0,3333.3333333333335
"Apartman 32m² – Bali Colloseum Altina, lift, renta",63500,"Beograd, Opština Zemun, Altina, Ugrinovački put 22. deo",32.0,1.0,1984.375
VRAČAR (Kalenić) – 44m² •2.0.Podrum 10m² ✨,220000,"Beograd, Opština Vračar, Hram svetog Save, Kursulina",42.0,2.0,5238.0952380952385
"Top-Renoviran 3.0 stan, uknjižen, može na kredit",179500,"Beograd, Opština Voždovac, Autokomanda",49.0,3.0,3663.265306122449
"Porodičan stan, lux, na izuzetnoj lokaciji ID#1245",268450,"Beograd, Opština Zvezdara, Denkova bašta, ",91.0,4.0,2950.0
"Blok 45, prvi red do Save, sa baštom",269000,"Beograd, Opština Novi Beograd, Blok 45 (TC Enjub), Nehruova",73.0,2.0,3684.931506849315
"Žarkovo – porodičan stan, 80m²",249000,"Beograd, Opština Čukarica, Žarkovo, Poručnika Spasića i Mašere",80.0,4.0,3112.5
"Jedan od najpovoljnijih renoviranih, uknjiženih st",155000,"Beograd, Opština Zvezdara, Mirijevo, Petrarkina",63.0,2.5,2460.3174603174602
"Umka, Zelengorska, 39m2, terasa, odličan",85000,"Beograd, Opština Čukarica, Umka, Zelengorska",39.0,1.5,2179.4871794871797
"Panorama 26 - trosoban stan, 77 m², Novi Beograd",498900,"Beograd, Opština Novi Beograd, Blok 26, Bulevar Mihajla Pupina",77.23,3.0,6459.924899650395
"Blok 19a Sava Centar, 5 soba jedinstven, opremljen",460000,"Beograd, Opština Novi Beograd, Blok 19a, Bulevar Arsenija Čarnojevića",132.0,5.0,3484.848484848485
Trosoban stan sa velikim potencijalom.,129000,"Beograd, Opština Zvezdara, Mirijevo, Meše Selimovića",67.0,3.0,1925.3731343283582
Novogradnja dr Velizara Kosanovića,268450,"Beograd, Opština Zvezdara, Denkova bašta, Dr Velizara Kosanovića",91.0,3.5,2950.0
Lux opremljen stan na Vozdovcu,200000,"Beograd, Opština Voždovac, Vojvode Vlahovića, Dukatska",70.0,3.0,2857.1428571428573
Golf - 1.5 - namešten - parking - 1% provizija,128000,"Beograd, Opština Čukarica, Banovo brdo, Beogradskog bataljona",29.0,1.5,4413.793103448276
Potpuno opremljena garsonjera na prodaju,83000,"Beograd, Opština Zvezdara, Mirijevo, Mirijevski venac",28.0,1.0,2964.285714285714
"Dvosoban, adaptibilan u dvoiposoban, Vračar-centar",235000,"Beograd, Opština Vračar, Kalenić pijaca, Hadži Ruvimova",57.0,2.0,4122.80701754386
"Garsonjera kod Cvetkove Pijace, Odeska ID#3811",114000,"Beograd, Opština Zvezdara, Cvetkova pijaca, Odeska",31.0,0.5,3677.4193548387098
"2.5 stan u Zemunu, Ohridska ID#3650",164000,"Beograd, Opština Zemun, Gornji grad, Ohridska",62.0,2.5,2645.1612903225805
Extra lux stan u Djordja Vajferta-bez provizije,652500,"Beograd, Opština Vračar, Čubura",145.0,3.0,4500.0
Komforan stan sa 3 garazna mesta na Crvenom krstu,560000,"Beograd, Opština Vračar, Crveni krst, Niska",151.0,5.0,3708.609271523179
Brz povrat investicije,620000,"Beograd, Opština Savski venac, Beograd na vodi, ",144.0,4.0,4305.555555555556
2.0 stan-Retenzija-Prve Pruge ID#3836,225000,"Beograd, Opština Zemun, Retenzija, Prve pruge",58.0,2.0,3879.310344827586
"4.0 lux stan kod Đeram pijace, Branka Krsmanovića",380000,"Beograd, Opština Zvezdara, Đeram pijaca, Branka Krsmanovića",98.0,4.0,3877.5510204081634
Sergeja Jesenjina - Trosoban - 52 m² + dve terase,115000,"Beograd, Opština Zemun, Zemun polje, Sergeja Jesenjina",52.0,3.0,2211.5384615384614
Stan u novogradnji,145960,"Beograd, Opština Grocka, Kaluđerica, Mokroluška",83.41,3.5,1749.910082723894
Lux trosoban sa garazom-fiksna cena bez provizije,500000,"Beograd, Opština Zvezdara, Zvezdarska šuma, Dragiše Lapčevića",100.0,3.5,5000.0
BW Aria - Penthouse,620000,"Beograd, Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",144.0,4.0,4305.555555555556
Green Home - novogradnja sa privatnim dvorištem,111000,"Beograd, Opština Zemun, Batajnicki drum, Stevana Dubajića",46.09,2.0,2408.3315252766324
Miljana Miljanića - kompletno namešten mali stan,75000,"Beograd, Opština Voždovac, Vojvode Vlahovića, Miljana Miljanića",22.0,1.0,3409.090909090909
"Fontana, 62m2 + 15m2, uknjižen",205000,"Beograd, Opština Novi Beograd, Fontana, Pariske komune",62.0,2.0,3306.451612903226
Namešten trosoban stan u Braće Jerković,249000,"Beograd, Opština Voždovac, Braće Jerković, Indire Gandi",84.0,3.0,2964.285714285714
Konjarnik- Ustanička – renoviran stan 37 m²,137900,"Beograd, Opština Voždovac, Konjarnik, Ustanička",37.0,1.5,3727.027027027027
"Batajnica centar, novogradnja, 3,0, 65,04m2",149600,"Beograd, Opština Zemun, Batajnica, Jovana Brankovića",65.04,3.0,2300.123001230012
"Luksuzna novogradnja, retko u ponudi ID#1383",247500,"Beograd, Opština Novi Beograd, Blok 65, Đorđa Stanojevića",55.0,2.0,4500.0
"Lokacija, uknjižen, parking!",205000,"Beograd, Opština Novi Beograd, Fontana, Pariske Komune",62.0,2.0,3306.451612903226
Kompletno Renoviran,155000,"Beograd, Opština Novi Beograd, Blok 21, Bulevar Mihaila Pupina",29.0,1.0,5344.827586206897
Novogradnja odmah useljivo,100800,"Beograd, Opština Grocka, Kaluđerica, Vojvode Stepe Stepanovića",56.0,2.5,1800.0
"Ekskluzivan 3.0 stan na Dedinju, panoramski pogled",625000,"Beograd, Opština Savski venac, Dedinje, ",111.0,3.0,5630.630630630631
Odličan porodični stan 83m² – Vojvode Stepe (kod S,259000,"Beograd, Opština Voždovac, Vojvode Stepe, Vojvode Stepe",83.0,3.0,3120.4819277108436
Bulevar JNA Jajinci 42m2 (direktno od investitora),92400,"Beograd, Opština Voždovac, Jajinci, Bulevar JNA",42.0,1.5,2200.0
Oaza mira na Bežanijskoj Kosi,285000,"Beograd, Opština Novi Beograd, Bežanijska kosa 1, Stojana Aralice",67.0,3.0,4253.731343283582
Trosoban stan kod Miljakovačke šume,157300,"Beograd, Opština Rakovica, Centar",65.0,3.0,2420.0
Renoviran 3.0 stan – Beogradska ID#2906,279000,"Beograd, Opština Vračar, Krunski venac, Beogradska",70.0,3.0,3985.714285714286
"Wellport, nov, 2.0, neuseljivan, prelep pogled",250000,"Beograd, Opština Novi Beograd, Blok 65, Tadije Sondermajera",55.0,2.0,4545.454545454545
Moderno renoviran 2.0 stan u Mirijevu,155000,"Beograd, Opština Zvezdara, Mirijevo, Petrarkina",63.0,2.0,2460.3174603174602
"Dvosoban stan 42 m², Borča, Palilula, Beograd",84000,"Beograd, Opština Palilula, Borča, Mihaila Šolohova",42.0,2.5,2000.0
Stan sa karakterom u srcu grada,315000,"Beograd, Opština Stari grad, Centar",78.0,3.0,4038.4615384615386
Trosoban stan sa puno potencijala Stanoja Glavaša,319000,"Beograd, Opština Palilula, 27. marta, Stanoja Glavaša",98.0,3.0,3255.1020408163267
Bw Lumia 3.0 namešten,375000,"Beograd, Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",78.0,3.0,4807.692307692308
"Četvorosoban stan, 116m2 - Uskoro useljiv",504020,"Beograd, Opština Voždovac, Lekino brdo, Gospodara Vučića",116.0,3.0,4345.0
"Karaburma 46m2 , terasa 14m2, pogled na Dunav",146000,"Beograd, Opština Palilula, Karaburma, Marijane Gregoran",60.0,2.0,2433.3333333333335
"Trosoban stan 97m2, Kneza Miloša Residence",550000,"Beograd, Opština Savski venac, Kneza Miloša, Sarajevska",97.0,3.0,5670.103092783505
Premium penthouse 206m2 sa krovnom terasom 180m2,2000000,"Beograd, Opština Savski venac, Senjak",206.0,4.0,9708.73786407767
"Prodaja trosobnog stana 91m2, Balkanska",435000,"Beograd, Opština Savski venac, Balkanska, Balkanska",91.0,3.0,4780.219780219781
"Prodaja dvosobnog stana, Wellport IV faza, 57m2",251000,"Beograd, Opština Novi Beograd, Blok 65, Tadije Sondermajera",57.05,2.0,4399.649430324277
"Opremljen četvorosoban stan, 2 garažna mesta",400000,"Beograd, Opština Novi Beograd, Blok 63, Vojvođanska",100.0,4.0,4000.0
Neuseljavan dvoiposoban stan kod Đeram pijace,300000,"Beograd, Opština Zvezdara, Đeram pijaca, Đevđelijska",67.0,2.5,4477.611940298508
"Novogradnja Ustanička, uracunat PDV, bez provizije",267000,"Beograd, Opština Voždovac, Ustanička, Ustanička",77.13,2.5,3461.6880591209647
"LUX 3.0 stan , 2 terase, lift, ID#1017",290000,"Beograd, Opština Novi Beograd, Bežanijska kosa 1, Dragiše Brašovana",81.0,3.0,3580.246913580247
Stambeno - poslovni kompleks Vidikovac Vista,184800,"Beograd, Opština Rakovica, Vidikovac, Kneza Višeslava 63",60.56,3.0,3051.5191545574635
Izuzetan stan na prodaju kod Mašinskog fakulteta,245000,"Beograd, Opština Palilula, Mašinski fakultet, Ivankovačka",80.0,3.0,3062.5
"Lux stan, 2xparking.",381300,"Beograd, Opština Voždovac, Voždovačka crkva",123.0,4.5,3100.0
"Stan na odličnoj lokaciji – Tašmajdan, 27. marta",239000,"Beograd, Opština Palilula, 27. marta, 27. marta",49.0,2.5,4877.551020408163
"Uknjižen, svetao, fantastičan pogled",164000,"Beograd, Opština Zemun, Save Kovačevića, Ohridska",62.0,2.5,2645.1612903225805
"Vračar, Mileševska – prostran trosoban stan 84 m²",315000,"Beograd, Opština Vračar, Kalenić pijaca, Mileševska",84.0,3.0,3750.0
Bulevar Despota Stefana | Hala Pionir,198000,"Beograd, Opština Palilula, Bulevar despota Stefana, Bulevar Despota Stefana",49.0,2.0,4040.816326530612
Centar Koste Stojanovica Old Town Regency novograd,445000,"Beograd, Opština Stari grad, Skupština, Koste Stojanovića",80.0,3.0,5562.5
Bw Victoria One Bedroom,418000,"Beograd, Opština Savski venac, Beograd na vodi, ",69.13,2.0,6046.578909301316
"Bw Lumia 3.0 namešten, odlična pozicija",380000,"Beograd, Opština Savski venac, Beograd na vodi, Luke Celovica Trebinjca",79.0,3.0,4810.126582278481
"Prostran 3.5 stan, nov parket i kupatila, tri lođe",250000,"Beograd, Opština Vračar, Čubura, Cara Nikolaja",84.0,3.5,2976.190476190476
"Bw Riviera, PrestiŽ Na 24. Spratu",1498000,"Beograd, Opština Savski venac, Beograd na vodi, ",187.25,4.0,8000.0
Bw Perla Prestiz na 22. spratu sa pogledom na reku,995000,"Beograd, Opština Savski venac, Beograd na vodi, ",146.06,4.0,6812.268930576475
Bw Thalia Penthouse,727550,"Beograd, Opština Savski venac, Beograd na vodi, ",145.51,4.0,5000.0
"Zvezdara, Đeram pijaca - Pećska",349000,"Beograd, Opština Zvezdara, Đeram pijaca, Pećska",118.0,5.0,2957.6271186440677
"Stan sa pogledom na Hram, retko na tržištu",1300000,"Beograd, Opština Vračar, Hram svetog Save, Bore Stankovića",182.0,4.5,7142.857142857143
BW Victoria - Spa centar - Četvorosoban stan,832860,"Beograd, Opština Savski venac, Beograd na vodi, Hercegovačka",139.0,4.0,5991.798561151079
BW Eden - Apollo centar - Spreman za useljenje,270000,"Beograd, Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",54.93,2.0,4915.3468050245765
Direktno od investitora - Četvorosban stan,591600,"Beograd, Opština Voždovac, Centar, Jove Ilića",131.48,4.0,4499.5436568299365
Namešten 2.0 soban u kvalitetnoj novogradnji,97000,"Beograd, Opština Zemun, Batajnica, Belarica 59 nova",37.0,2.0,2621.6216216216217
Uknjižen 2.0 ugao Ustaničke i Vojislava Ilića,188000,"Beograd, Opština Zvezdara, Konjarnik, Glasinačka",58.0,2.0,3241.3793103448274
"Uknjižen, fantastičan stan",119000,"Beograd, Opština Mladenovac, Mladenovac (mesto)",83.0,2.5,1433.7349397590363
"Stan sa dvorištem, parking mestom i ostavom",105000,"Beograd, Opština Mladenovac, Mladenovac (mesto), Momčila Živojinovića",112.0,4.0,937.5
"Nov jednoiposoban stan 44,81 m² – Novi Beograd",152000,"Beograd, Opština Novi Beograd, Blok 72, Vinogradska",44.81,1.5,3392.0999776835524
"Wellport, izuzetan, garažno mesto, nov, useljiv",279500,"Beograd, Opština Novi Beograd, Blok 65, Tadije Sondermajera",59.0,2.0,4737.28813559322
"Slavija, Nemanjina 95 m2",365000,"Beograd, Opština Savski venac, Nemanjina, Nemanjina",95.0,3.5,3842.1052631578946
"Vračar 123m2, Hadži Đerina, Petosoban, Lux, Garaža",615000,"Beograd, Opština Vračar, Kalenić pijaca, Hadži Đerina",123.0,5.0,5000.0
Lep stan sa garažom kod Južnog Bulevara,275000,"Beograd, Opština Voždovac, Gospodara Vučića, Gospodara Vučića",71.0,3.0,3873.239436619718
Stan u Nehruovoj ulici 45m2,175000,"Beograd, Opština Novi Beograd, Blok 62, Nehruova",45.0,1.0,3888.8888888888887
Dorćol | Luksuzno renoviran stan,410000,"Beograd, Opština Stari grad, Studentski trg, Kapetan Mišina",68.4,3.0,5994.152046783625
"Blok 65, Wellport, 59m2 ID#14524",279500,"Beograd, Opština Novi Beograd, Blok 65, Tadije Sondermajera",59.0,2.0,4737.28813559322
Odličan renoviran stan u Belvilu,390000,"Beograd, Opština Novi Beograd, Blok 67 (Belvil), Bulevar Crvene Armije",106.0,3.0,3679.245283018868
Srce Vračara,230000,"Beograd, Opština Vračar, Cvetni trg, Desanke Maksimović",56.0,2.0,4107.142857142857
"Izuzetan, odmah useljiv stan, Bežanijska kosa",217000,"Beograd, Opština Novi Beograd, Bežanijska kosa 2, Marka Čelebonovića",64.0,2.0,3390.625
"Fontana, svetao, za adaptaciju",205000,"Beograd, Opština Novi Beograd, Fontana, Pariske komune",62.0,2.0,3306.451612903226
"Zemun, vrhunska lokacija",164000,"Beograd, Opština Zemun, Save Kovačevića, Ohridska",62.0,2.5,2645.1612903225805
"Renoviran stan u Zemunu, vrhunska prilika",205000,"Beograd, Opština Zemun, Save Kovačevića, Mića Radakovića",59.0,2.0,3474.576271186441
"Banovo brdo, renoviran - uknjižen",134000,"Beograd, Opština Čukarica, Banovo brdo, Stevana Brakusa",40.0,1.5,3350.0
Novogradnja Z1 Residence 44m2 + 20m2 Zvezdara,161800,"Beograd, Opština Zvezdara, Bulbulder, Ljubice Luković",66.0,1.5,2451.5151515151515
"Petlovo brdo, Tuzlanska ID#3166",95000,"Beograd, Opština Rakovica, Petlovo brdo, Tuzlanska",31.0,1.5,3064.516129032258
"Kanarevo brdo, Vukasovićeva ID#3005",125000,"Beograd, Opština Rakovica, Kanarevo brdo, Vukasovićeva",53.0,2.0,2358.490566037736
"Novogradnja, Zemun Gornji grad, 68,56m2",191968,"Beograd, Opština Zemun, Gornji grad, ",68.56,4.0,2800.0
"West 65, nov, atraktivan 3.0 stan",410000,"Beograd, Opština Novi Beograd, Blok 65, Omladinskih brigada",83.0,3.0,4939.759036144578
Savremen 1.5 stan u novogradnji – Park Šumice,177592,"Beograd, Opština Voždovac, Šumice",44.96,1.5,3950.0
"2.5, garažno mesto, izuzetna lokacija ID#1098",185000,"Beograd, Opština Zemun, Save Kovačevića",60.47,2.5,3059.3682817926247
"Trosoban, uknjižen, u blizini Prvomajske. ID#1110",164990,"Beograd, Opština Zemun, Centar, Milana Uzelca",71.0,3.0,2323.8028169014083
"Prvi sprat, garaža, u mirnom delu Zemuna ID#1259",154600,"Beograd, Opština Zemun, Gornji grad, ",48.0,2.5,3220.8333333333335
"Renovirano kupatilo i kuhinja, dvostran, II sprat",149000,"Beograd, Opština Palilula, Karaburma, ",54.0,2.0,2759.259259259259
"Lux, kompletno namešten, odličan za rentiranje ID#",135000,"Beograd, Opština Voždovac, Lekino brdo, ",31.0,1.0,4354.8387096774195
"3.5 stan na Zvezdari, Veljka Dugoševića ID#3787",185000,"Beograd, Opština Zvezdara, Zvezdarska šuma, Veljka Dugoševića",62.0,3.5,2983.8709677419356
41 m² + Parking | Beo Shopping | Denkova Bašta,125000,"Beograd, Opština Zvezdara, Denkova bašta, Paje Jovanovića",41.0,1.5,3048.7804878048782
BW Perla-ekskluzivan stan sa pogledom na reku,750000,"Beograd, Opština Savski venac, Beograd na vodi, Hercegovačka",117.83,3.0,6365.102265976407
